incident_id,incident_date,sector,region,attack_type,threat_actor,records_affected,downtime_hours,ransom_demand_usd,detection_time_hours,severity_score,response_team_size,regulatory_fine_usd,resolved_within_7_days,data_exfiltration,zero_day_used
INC-00432,2022-08-31,Energy,North America,Ransomware,Unknown,304254,53.97,203703,25.47,7.56,13,24250,0,0,0
INC-00433,2024-11-06,Healthcare,Asia Pacific,Malware,Unknown,94809,71.97,81122,66.05,8.71,5,0,0,0,0
INC-00434,2021-09-30,Government,Europe,Supply Chain,Hacktivist,44762,21.14,88462,51.82,6.76,12,90480,1,1,0
INC-00435,2021-05-01,Healthcare,Latin America,Malware,State-Sponsored,13389,7.78,0,20.27,4.78,6,15570,1,0,0
INC-00436,2022-01-13,Government,Middle East & Africa,DDoS,Cybercriminal Group,50754,49.17,0,29.23,7.2,14,35740,0,0,0
INC-00437,2023-06-18,Retail,Middle East & Africa,Ransomware,Unknown,103699,33.66,112779,76.02,7.91,17,17074,0,1,0
INC-00438,2023-07-15,Education,Europe,Malware,Cybercriminal Group,119588,63.91,0,28.68,6.23,7,43489,0,0,0
INC-00439,2021-12-18,Retail,Asia Pacific,Insider Threat,Hacktivist,19694,48.25,61756,73.15,8.27,9,67561,0,1,0
INC-00440,2024-08-03,Healthcare,Latin America,Ransomware,State-Sponsored,21540,16.73,218090,1,6.54,9,245469,1,1,0
INC-00441,2024-04-17,Healthcare,North America,Phishing,Hacktivist,62353,38.27,35625,29.77,7.94,9,48524,0,0,1
INC-00442,2022-08-06,Manufacturing,Asia Pacific,Ransomware,Hacktivist,27761,26.45,422562,2.16,3.88,8,0,1,0,0
INC-00443,2022-12-21,Manufacturing,Latin America,Insider Threat,Insider,452201,28.96,124020,74.09,5.11,8,10865,0,0,0
INC-00444,2021-03-20,Retail,Europe,Ransomware,State-Sponsored,5795,47.56,277411,3.25,6.59,16,0,1,1,0
INC-00445,2021-03-18,Education,North America,DDoS,Hacktivist,191667,1.9,38453,59.2,3.63,7,43809,1,0,0
INC-00446,2021-04-11,Finance,Latin America,Insider Threat,Cybercriminal Group,20008,74.35,66830,45.25,8.78,11,18742,0,0,0
INC-00447,2022-01-26,Manufacturing,North America,Ransomware,Insider,29854,36.19,227395,12.33,7.39,3,19692,1,1,0
INC-00448,2022-02-24,Manufacturing,Latin America,Ransomware,Cybercriminal Group,34564,36.37,172920,51.82,5.52,8,44530,1,0,0
INC-00449,2021-02-11,Finance,Europe,Malware,Hacktivist,239649,53.79,100465,36.61,8.12,16,0,0,0,1
INC-00450,2022-12-31,Finance,Middle East & Africa,DDoS,Cybercriminal Group,89940,1.68,66836,31.97,5.08,11,47445,1,0,0
INC-00451,2022-07-12,Technology,North America,Insider Threat,Cybercriminal Group,49267,32.73,0,47.58,6.59,12,0,0,1,0
INC-00452,2024-02-24,Education,North America,DDoS,Insider,165796,21.45,0,40.0,4.86,14,25980,0,0,0
INC-00453,2024-06-14,Government,North America,Phishing,Insider,39452,3.4,111843,33.58,4.93,10,36350,1,0,0
INC-00454,2023-07-25,Finance,Asia Pacific,Supply Chain,Cybercriminal Group,218242,23.44,47174,17.91,6.45,2,100913,0,1,0
INC-00455,2021-11-10,Energy,Middle East & Africa,Credential Theft,Cybercriminal Group,420937,19.02,159787,49.97,7.77,10,0,0,1,0
INC-00456,2021-04-21,Education,Latin America,Insider Threat,Unknown,83175,3.33,42044,66.76,5.74,18,20932,1,1,0
INC-00457,2024-03-07,Government,Asia Pacific,Malware,Cybercriminal Group,64658,25.71,91197,1,5.86,17,31696,1,0,0
INC-00458,2021-04-23,Finance,Middle East & Africa,Insider Threat,State-Sponsored,15470,16.65,0,43.68,7.71,4,0,0,1,0
INC-00459,2021-02-25,Manufacturing,North America,Phishing,Cybercriminal Group,7267,0.5,79728,36.4,3.0,8,0,1,0,0
INC-00460,2022-11-22,Technology,Latin America,Ransomware,Unknown,22247,70.86,240884,20.29,6.76,9,39864,0,0,0
INC-00461,2022-09-29,Healthcare,Latin America,Phishing,Insider,8065,0.5,0,46.49,3.5,9,0,0,0,0
INC-00462,2022-11-20,Manufacturing,Europe,Credential Theft,Unknown,89023,43.87,10592,51.67,7.72,13,0,0,1,0
INC-00463,2024-11-24,Energy,Europe,Supply Chain,Unknown,663994,18.44,38264,63.22,8.01,8,45134,0,1,0
INC-00464,2023-09-21,Energy,Latin America,Ransomware,Unknown,299677,29.09,108649,21.22,7.51,15,40348,0,1,0
INC-00465,2024-05-04,Technology,North America,DDoS,State-Sponsored,94477,61.97,57369,25.0,8.0,8,92435,0,0,0
INC-00466,2023-02-17,Government,Latin America,Malware,Cybercriminal Group,14470,14.72,29322,58.05,5.86,6,0,0,0,0
INC-00467,2024-06-29,Manufacturing,Latin America,DDoS,Unknown,51687,52.5,0,33.42,5.12,5,0,0,0,0
INC-00468,2023-01-29,Healthcare,Europe,Ransomware,Hacktivist,49535,21.3,181488,65.48,7.25,10,137013,0,1,0
INC-00469,2021-04-19,Technology,Middle East & Africa,Credential Theft,State-Sponsored,118239,5.37,73893,32.85,5.7,13,10271,1,0,0
INC-00470,2021-09-30,Retail,Asia Pacific,Ransomware,Insider,60749,41.15,201328,41.68,5.21,10,0,0,0,0
INC-00471,2023-12-06,Education,Middle East & Africa,Malware,Cybercriminal Group,75365,37.67,32440,47.95,7.36,8,4522,1,1,0
INC-00472,2023-04-21,Technology,Latin America,Insider Threat,Cybercriminal Group,44673,35.67,0,73.72,8.64,8,0,0,1,1
INC-00473,2023-07-27,Retail,Asia Pacific,Malware,Insider,44300,0.5,41174,39.0,3.67,4,65025,1,0,0
INC-00474,2022-11-11,Education,Asia Pacific,Insider Threat,State-Sponsored,4668,23.78,13498,22.56,6.02,6,31098,1,1,0
INC-00475,2021-04-21,Education,Middle East & Africa,Malware,State-Sponsored,106001,25.05,0,18.7,7.41,11,33541,0,0,1
INC-00476,2021-02-16,Energy,Latin America,Ransomware,Unknown,34960,14.74,174720,12.51,4.82,11,0,1,1,0
INC-00477,2024-12-06,Manufacturing,Middle East & Africa,Phishing,Insider,183519,17.5,0,41.75,6.37,17,80806,1,0,1
INC-00478,2022-01-14,Finance,Middle East & Africa,Credential Theft,State-Sponsored,290714,46.42,60590,28.34,8.76,10,85848,0,1,0
INC-00479,2021-09-01,Education,Middle East & Africa,Supply Chain,State-Sponsored,133406,52.27,11189,41.2,8.67,11,49580,0,1,1
INC-00480,2023-06-20,Education,Europe,Credential Theft,Hacktivist,20962,42.43,6071,43.86,6.69,13,10229,0,1,0
INC-00481,2024-05-16,Retail,Middle East & Africa,DDoS,Insider,9133,0.5,23264,89.39,4.12,15,49847,0,0,0
INC-00482,2025-02-24,Healthcare,Middle East & Africa,Credential Theft,Insider,735111,35.32,0,28.64,9.76,12,286439,0,1,0
INC-00483,2023-06-13,Government,Asia Pacific,Insider Threat,Cybercriminal Group,59106,0.5,45842,25.28,3.9,6,16525,1,0,0
INC-00484,2024-12-26,Government,Middle East & Africa,Malware,Cybercriminal Group,11790,8.9,62846,37.02,4.85,13,30562,1,0,0
INC-00485,2024-08-27,Manufacturing,North America,DDoS,Insider,4658,50.85,69043,52.37,8.35,15,22928,1,1,0
INC-00486,2022-07-02,Education,Middle East & Africa,DDoS,Hacktivist,13178,43.41,0,27.71,6.45,11,0,0,0,0
INC-00487,2021-02-13,Finance,Europe,Ransomware,Insider,47087,19.79,375950,1,6.16,8,291299,1,1,0
INC-00488,2024-08-29,Finance,Asia Pacific,Insider Threat,Insider,39971,20.55,47728,21.81,5.4,9,45164,1,1,0
INC-00489,2021-01-26,Technology,North America,Malware,Cybercriminal Group,40308,5.84,15814,71.51,4.07,8,0,0,0,0
INC-00490,2025-01-12,Government,North America,Ransomware,Hacktivist,29055,32.76,76143,39.65,7.34,9,155336,1,1,0
INC-00491,2023-03-18,Manufacturing,Latin America,Malware,Unknown,136939,65.18,60198,31.97,9.37,15,11599,0,1,0
INC-00492,2021-08-17,Energy,Europe,Supply Chain,Cybercriminal Group,39960,19.88,60449,37.65,6.64,14,97,0,1,1
INC-00493,2024-05-20,Technology,North America,DDoS,State-Sponsored,194586,35.87,19623,26.35,5.16,9,19017,0,0,0
INC-00494,2024-06-28,Healthcare,Latin America,Phishing,Insider,32341,19.95,61374,56.6,8.24,12,137337,0,1,0
INC-00495,2024-06-27,Energy,Middle East & Africa,Phishing,Hacktivist,107495,19.66,0,68.18,5.39,8,0,0,0,0
INC-00496,2023-11-19,Technology,Latin America,Malware,State-Sponsored,558893,29.57,9584,46.72,6.92,19,48829,0,0,0
INC-00497,2023-03-19,Energy,Europe,Ransomware,Hacktivist,41542,0.5,10237,64.93,5.21,11,37574,1,1,0
INC-00498,2021-09-09,Healthcare,Asia Pacific,Phishing,Cybercriminal Group,20667,14.29,49276,59.6,4.98,8,35182,0,0,0
INC-00499,2021-08-24,Healthcare,North America,Credential Theft,Unknown,172447,42.41,0,23.88,8.24,9,0,0,1,0
INC-00500,2022-10-23,Energy,North America,Malware,Cybercriminal Group,42765,35.58,57179,1,4.96,9,3146,0,0,0
INC-00501,2025-02-19,Manufacturing,Europe,Ransomware,Hacktivist,88028,29.51,197317,21.44,5.98,16,0,1,1,0
INC-00502,2022-09-09,Technology,North America,DDoS,Unknown,161913,7.6,106951,38.7,5.0,5,15080,0,1,0
INC-00503,2021-10-15,Government,North America,Malware,State-Sponsored,131914,36.27,96339,18.22,6.69,13,20128,0,0,1
INC-00504,2022-10-27,Healthcare,Middle East & Africa,Phishing,State-Sponsored,47473,37.44,31566,45.41,7.2,14,0,1,0,0
INC-00505,2021-04-13,Retail,Europe,Credential Theft,State-Sponsored,401825,22.5,0,53.14,8.0,8,10049,0,1,0
INC-00506,2021-10-04,Finance,North America,Credential Theft,Hacktivist,258173,13.87,7495,10.78,8.16,18,229670,0,1,0
INC-00507,2021-02-15,Manufacturing,North America,DDoS,Hacktivist,112280,23.66,0,24.81,5.58,9,41268,1,0,0
INC-00508,2023-05-25,Education,Asia Pacific,Phishing,Insider,57999,1.5,0,25.31,3.11,20,37700,1,0,0
INC-00509,2025-02-28,Education,Latin America,Phishing,Unknown,63732,7.58,86802,34.66,4.4,6,19479,1,0,0
INC-00510,2024-12-21,Retail,North America,Insider Threat,Cybercriminal Group,35145,37.54,87988,52.13,6.51,11,52163,0,0,0
INC-00511,2021-06-25,Retail,North America,Insider Threat,Cybercriminal Group,119707,0.5,0,36.52,3.85,8,14685,1,1,0
INC-00512,2023-11-03,Energy,Asia Pacific,DDoS,Insider,67960,27.41,10939,28.98,4.94,16,0,1,0,0
INC-00513,2022-01-13,Finance,Europe,Credential Theft,State-Sponsored,150912,63.42,60048,42.95,8.06,10,8348,0,0,0
INC-00514,2023-02-25,Government,Europe,Phishing,Hacktivist,38870,36.49,51311,12.19,6.34,10,38958,1,0,0
INC-00515,2022-11-22,Retail,Latin America,Ransomware,Hacktivist,61677,28.31,279148,23.0,7.17,16,0,0,0,1
INC-00516,2023-04-18,Retail,Middle East & Africa,Insider Threat,Insider,153625,37.31,97149,67.76,6.59,2,22941,0,1,0
INC-00517,2024-05-16,Energy,Middle East & Africa,Credential Theft,Insider,71898,38.96,25352,1,6.45,16,10790,0,1,0
INC-00518,2021-11-14,Finance,Asia Pacific,Ransomware,Hacktivist,34469,31.69,0,39.42,7.04,7,81961,0,1,0
INC-00519,2021-01-18,Technology,Asia Pacific,Insider Threat,Unknown,64763,49.43,0,53.42,7.32,8,0,0,1,0
INC-00520,2025-03-03,Retail,North America,Malware,Insider,32207,41.7,68603,47.47,5.83,13,57829,0,0,0
INC-00521,2025-03-25,Technology,North America,Credential Theft,Insider,95622,8.65,6393,20.66,4.83,9,26795,1,1,0
INC-00522,2022-02-08,Technology,North America,Ransomware,Unknown,127160,2.98,131800,1,1.53,6,42222,1,0,0
INC-00523,2022-09-09,Energy,North America,Malware,Unknown,116426,32.43,65545,42.58,5.1,11,0,0,0,0
INC-00524,2022-04-03,Healthcare,Asia Pacific,Malware,Hacktivist,55538,36.45,65277,49.19,8.7,9,26758,0,0,1
INC-00525,2023-08-12,Manufacturing,North America,Ransomware,Cybercriminal Group,17852,21.76,77075,78.91,5.26,14,0,0,0,1
INC-00526,2021-05-24,Government,Middle East & Africa,Credential Theft,Insider,60742,20.07,4482,39.14,7.03,9,56449,0,1,0
INC-00527,2022-06-06,Technology,North America,Malware,Hacktivist,213052,4.42,47502,48.18,4.4,12,0,0,1,0
INC-00528,2025-02-06,Education,Europe,Insider Threat,Insider,767145,0.5,78821,20.75,4.55,14,8600,1,0,0
INC-00529,2022-06-13,Healthcare,Asia Pacific,DDoS,Hacktivist,48450,14.75,46702,1,5.18,14,0,1,0,0
INC-00530,2022-03-19,Finance,Latin America,DDoS,Cybercriminal Group,15761,15.96,40841,12.48,5.19,3,14198,0,0,0
INC-00531,2021-09-08,Government,North America,Malware,Cybercriminal Group,97964,5.81,122935,37.72,5.17,13,40274,1,1,0
INC-00532,2022-09-01,Manufacturing,North America,Credential Theft,State-Sponsored,168574,34.58,67907,53.85,3.87,8,0,0,0,0
INC-00533,2023-04-22,Education,Latin America,Supply Chain,State-Sponsored,309241,40.22,54353,1,6.35,11,0,1,1,0
INC-00534,2021-08-09,Technology,Europe,Supply Chain,Insider,51272,30.64,9360,35.84,5.79,2,53695,0,0,0
INC-00535,2023-12-02,Energy,Europe,DDoS,Unknown,439075,0.5,60009,28.33,3.34,7,11869,0,0,0
INC-00536,2023-04-05,Technology,Middle East & Africa,Phishing,Insider,275676,13.72,59987,14.9,4.35,8,31069,1,0,0
INC-00537,2024-04-28,Government,Middle East & Africa,Insider Threat,State-Sponsored,24357,24.17,150822,44.55,6.35,11,78782,0,1,0
INC-00538,2021-04-10,Technology,Asia Pacific,DDoS,Unknown,110472,33.9,93440,5.9,7.14,12,43529,0,1,0
INC-00539,2024-12-21,Energy,Europe,Insider Threat,Unknown,89223,37.36,109197,1,4.62,12,0,0,0,0
INC-00540,2021-06-08,Retail,Latin America,Supply Chain,Cybercriminal Group,22286,30.34,6750,34.43,6.56,8,17647,0,1,0
INC-00541,2022-06-23,Healthcare,Middle East & Africa,Ransomware,Insider,21481,18.88,156028,31.02,7.99,14,113117,1,1,1
INC-00542,2021-05-03,Government,Middle East & Africa,Ransomware,Unknown,84142,52.07,27987,22.85,7.7,10,0,1,1,0
INC-00543,2021-01-30,Healthcare,Europe,Supply Chain,Hacktivist,103392,42.27,60476,44.35,8.3,15,0,1,0,1
INC-00544,2024-06-18,Government,Middle East & Africa,Malware,Unknown,221955,42.89,31681,38.06,8.03,14,163145,0,1,0
INC-00545,2022-06-07,Technology,Middle East & Africa,Ransomware,Cybercriminal Group,96739,22.53,151775,30.18,4.17,14,0,1,0,0
INC-00546,2021-08-04,Education,Asia Pacific,Ransomware,State-Sponsored,114867,36.91,303263,2.45,4.58,9,0,1,0,0
INC-00547,2022-11-12,Healthcare,Europe,Insider Threat,Cybercriminal Group,190134,32.19,2227,41.74,6.98,8,8413,1,1,0
INC-00548,2022-10-02,Finance,Asia Pacific,DDoS,Unknown,59235,43.97,0,30.9,6.85,11,36894,0,0,0
INC-00549,2024-08-22,Technology,North America,Phishing,Hacktivist,66910,21.79,0,38.69,5.21,18,20103,0,0,0
INC-00550,2021-02-21,Education,Middle East & Africa,Phishing,Hacktivist,576260,50.68,34876,20.33,8.0,11,35434,1,0,0
INC-00551,2022-01-19,Healthcare,Europe,DDoS,State-Sponsored,47198,29.11,75387,69.5,6.08,13,0,0,0,0
INC-00552,2021-02-03,Energy,North America,Credential Theft,Hacktivist,425820,36.29,44535,9.52,6.45,9,15557,1,1,0
INC-00553,2024-12-09,Healthcare,Europe,Credential Theft,Unknown,813427,39.87,83774,12.89,10,2,231937,0,1,0
INC-00554,2023-12-06,Government,Europe,Insider Threat,Insider,30049,31.91,29952,1,6.18,9,0,0,1,0
INC-00555,2022-11-29,Technology,Asia Pacific,Supply Chain,Hacktivist,11558,0.5,44437,44.64,4.99,17,65285,0,1,0
INC-00556,2024-12-09,Technology,Middle East & Africa,Malware,Unknown,26207,18.47,54603,15.44,5.08,12,41977,1,1,0
INC-00557,2021-01-04,Healthcare,Asia Pacific,DDoS,State-Sponsored,167428,27.02,55626,51.19,6.41,12,7909,0,0,0
INC-00558,2023-05-13,Finance,North America,Malware,State-Sponsored,29615,11.05,0,72.75,5.87,9,24855,0,0,1
INC-00559,2023-09-17,Technology,Middle East & Africa,Ransomware,Insider,52750,56.64,168374,45.69,7.59,12,0,1,1,0
INC-00560,2024-06-18,Energy,Europe,Supply Chain,State-Sponsored,65266,21.92,0,29.42,6.37,11,0,1,1,0
INC-00561,2024-01-30,Education,Latin America,Ransomware,Insider,21585,52.5,160302,18.77,6.92,7,39296,1,1,0
INC-00562,2024-09-29,Technology,North America,Malware,Hacktivist,27233,49.54,17697,36.98,6.96,12,0,0,1,0
INC-00563,2022-12-01,Education,Latin America,Ransomware,Insider,33707,31.87,121510,20.97,5.56,5,64120,0,1,0
INC-00564,2025-02-27,Technology,North America,Ransomware,Unknown,10013,33.99,167429,51.31,5.02,12,0,1,0,0
INC-00565,2025-01-16,Finance,Europe,Phishing,State-Sponsored,14366,30.08,0,38.89,7.23,12,47931,0,0,1
INC-00566,2022-01-28,Manufacturing,Europe,Malware,Unknown,53637,3.81,34150,2.23,2.47,7,35776,1,0,0
INC-00567,2024-04-30,Government,Latin America,Supply Chain,Insider,15049,32.63,10177,87.71,8.91,10,146,0,1,0
INC-00568,2023-09-17,Government,Europe,Phishing,Cybercriminal Group,73480,25.45,0,27.85,3.96,10,21610,1,0,0
INC-00569,2024-08-31,Healthcare,North America,DDoS,State-Sponsored,43949,27.32,8887,64.84,7.12,9,9869,1,0,0
INC-00570,2021-08-28,Healthcare,Middle East & Africa,Supply Chain,Cybercriminal Group,100723,28.4,0,67.37,5.3,6,79124,0,0,0
INC-00571,2024-05-14,Energy,Asia Pacific,Ransomware,Hacktivist,214510,32.13,169064,46.12,8.29,7,61617,0,1,1
INC-00572,2023-02-14,Healthcare,Middle East & Africa,Ransomware,Unknown,34069,8.96,185190,58.94,8.01,11,223801,0,1,0
INC-00573,2021-07-07,Finance,Asia Pacific,DDoS,Unknown,125588,7.13,109528,62.05,5.44,11,35643,0,0,0
INC-00574,2024-03-30,Energy,Europe,Malware,State-Sponsored,158501,30.56,94896,22.93,4.02,5,18303,0,0,0
INC-00575,2023-01-03,Education,Asia Pacific,Ransomware,Unknown,10977,0.5,69842,46.61,4.34,10,0,0,1,0
INC-00576,2023-02-18,Education,North America,Malware,Hacktivist,36658,45.98,0,22.85,7.81,20,19638,0,0,1
INC-00577,2021-07-20,Energy,Asia Pacific,Supply Chain,Cybercriminal Group,210900,21.48,0,53.97,7.83,8,10871,0,1,1
INC-00578,2023-03-01,Retail,Europe,Insider Threat,Hacktivist,103228,71.03,43327,1.36,6.85,7,12947,0,0,0
INC-00579,2022-01-03,Healthcare,Europe,Malware,Hacktivist,9171,9.68,25299,52.45,4.1,13,20109,0,0,0
INC-00580,2022-09-04,Healthcare,Middle East & Africa,Malware,State-Sponsored,253964,25.45,72349,56.29,7.66,20,62750,0,0,1
INC-00581,2024-12-01,Finance,North America,Supply Chain,State-Sponsored,208235,26.72,21637,23.61,3.9,10,37849,1,0,0
INC-00582,2022-07-04,Education,Europe,Insider Threat,Unknown,20356,12.52,96258,60.44,3.08,10,35780,1,0,0
INC-00583,2025-02-27,Energy,North America,Ransomware,Unknown,17519,31.61,157445,48.05,7.82,11,39693,1,1,0
INC-00584,2022-12-29,Healthcare,Asia Pacific,Insider Threat,Cybercriminal Group,67392,45.04,0,28.16,8.07,11,0,1,1,0
INC-00585,2025-03-13,Technology,Europe,Supply Chain,Insider,79186,26.79,24595,11.89,6.03,13,10507,1,1,0
INC-00586,2021-05-16,Finance,Europe,Credential Theft,State-Sponsored,60937,21.53,17112,14.73,6.92,5,23618,0,1,0
INC-00587,2021-11-17,Retail,Asia Pacific,Malware,Unknown,28125,43.83,66579,35.52,5.47,13,21338,1,0,1
INC-00588,2023-06-19,Technology,Latin America,Supply Chain,Cybercriminal Group,76310,38.3,0,86.89,7.93,13,0,0,0,0
INC-00589,2021-09-09,Finance,Asia Pacific,Phishing,Cybercriminal Group,55110,24.71,0,30.35,5.6,17,0,1,0,0
INC-00590,2024-04-02,Energy,North America,Insider Threat,Unknown,91478,10.18,0,14.16,4.46,11,40530,1,1,0
INC-00591,2024-08-27,Manufacturing,Asia Pacific,DDoS,State-Sponsored,408993,58.55,88143,1,7.59,9,2849,0,1,0
INC-00592,2024-09-07,Government,Europe,Insider Threat,Cybercriminal Group,95774,17.68,0,31.87,7.53,14,0,0,1,0
INC-00593,2023-11-25,Technology,Middle East & Africa,Malware,Unknown,258690,17.22,46821,44.32,4.72,4,21002,0,0,0
INC-00594,2024-09-09,Retail,Europe,Insider Threat,Unknown,155329,32.51,130165,24.97,6.95,13,2767,1,1,0
INC-00595,2021-05-31,Finance,Europe,Ransomware,State-Sponsored,120072,22.95,218912,24.28,5.98,3,4179,1,1,0
INC-00596,2024-11-27,Retail,Europe,Insider Threat,Insider,142090,32.43,50226,49.18,5.48,16,62907,0,0,0
INC-00597,2023-07-27,Finance,North America,Malware,State-Sponsored,86425,46.76,19540,1,8.37,6,0,1,0,1
INC-00598,2023-07-06,Energy,Middle East & Africa,Insider Threat,Hacktivist,61744,0.5,76952,44.65,4.1,12,34338,0,0,0
INC-00599,2021-06-19,Finance,Latin America,Malware,Unknown,154474,37.01,21661,41.52,8.95,16,0,0,1,0
INC-00600,2022-07-15,Retail,North America,Supply Chain,Cybercriminal Group,18908,47.56,42156,45.63,7.16,10,5872,0,1,0
INC-00601,2021-07-02,Retail,Latin America,DDoS,Hacktivist,25017,16.53,13060,60.93,4.25,14,10826,0,0,0
INC-00602,2023-07-13,Government,Europe,Malware,Cybercriminal Group,70356,10.83,61062,12.57,4.77,9,20531,1,0,0
INC-00603,2022-12-10,Technology,Europe,Supply Chain,State-Sponsored,119713,24.98,0,91.25,8.21,6,15321,0,1,0
INC-00604,2022-11-18,Finance,North America,DDoS,Unknown,125180,35.31,39200,1,6.48,6,1712,1,0,0
INC-00605,2022-10-03,Retail,Europe,Insider Threat,Insider,153951,33.4,57708,35.73,7.29,12,4322,1,0,0
INC-00606,2022-03-04,Retail,Asia Pacific,Credential Theft,Hacktivist,45121,38.06,251,44.12,7.44,20,0,1,1,0
INC-00607,2023-02-26,Finance,Asia Pacific,Phishing,Cybercriminal Group,24509,16.75,7554,25.6,4.06,8,6092,1,0,0
INC-00608,2024-09-24,Healthcare,North America,DDoS,Unknown,64527,36.26,22964,43.1,7.32,6,10795,0,0,1
INC-00609,2022-11-01,Technology,Middle East & Africa,DDoS,Insider,182145,5.62,97179,2.34,2.91,6,48253,0,0,0
INC-00610,2023-05-20,Retail,Latin America,Supply Chain,State-Sponsored,202514,44.41,61531,20.43,7.91,8,0,0,1,0
INC-00611,2021-10-07,Energy,Latin America,Credential Theft,Cybercriminal Group,68960,27.56,53560,5.18,6.49,15,8394,1,1,0
INC-00612,2024-07-01,Energy,Latin America,DDoS,Hacktivist,152193,33.21,53879,33.24,4.2,8,0,0,0,0
INC-00613,2022-10-12,Technology,North America,Malware,Hacktivist,65709,38.67,50242,36.53,5.85,10,0,0,0,0
INC-00614,2024-12-01,Energy,Latin America,Ransomware,Cybercriminal Group,189638,3.89,286803,20.63,5.22,8,0,1,1,0
INC-00615,2021-04-01,Manufacturing,North America,Credential Theft,State-Sponsored,201428,37.79,13375,53.23,7.97,9,0,1,1,0
INC-00616,2025-02-15,Retail,Europe,Malware,Hacktivist,47084,25.0,5637,29.35,4.87,11,17806,1,0,0
INC-00617,2021-04-24,Retail,Latin America,Phishing,Unknown,52138,0.5,33212,46.77,2.56,7,16880,0,0,0
INC-00618,2022-04-23,Finance,Asia Pacific,DDoS,State-Sponsored,1112620,13.84,0,29.65,10,7,0,0,1,0
INC-00619,2023-11-17,Retail,Middle East & Africa,Supply Chain,Hacktivist,80611,23.6,0,1,6.21,17,36634,0,1,0
INC-00620,2021-01-04,Government,Europe,Malware,Cybercriminal Group,24755,23.99,49270,9.73,7.0,7,20370,0,0,1
INC-00621,2025-01-30,Manufacturing,Europe,Ransomware,Hacktivist,54188,8.46,227800,39.82,3.66,3,46230,1,0,0
INC-00622,2023-01-27,Government,Latin America,Supply Chain,Cybercriminal Group,33401,38.46,58828,1,4.99,7,983,0,0,0
INC-00623,2024-01-22,Education,Asia Pacific,Phishing,Insider,169624,31.26,98147,35.72,5.63,5,12429,0,0,0
INC-00624,2025-02-11,Government,Europe,Insider Threat,Unknown,201193,24.14,25158,13.15,7.18,3,216324,0,1,0
INC-00625,2023-05-26,Retail,North America,DDoS,Cybercriminal Group,17640,44.77,51338,71.34,6.84,9,22210,0,1,0
INC-00626,2021-02-27,Finance,Europe,Insider Threat,Hacktivist,53826,56.4,102050,71.31,10,13,103244,0,1,0
INC-00627,2023-12-09,Healthcare,Europe,Phishing,Insider,168276,25.72,108425,1,5.71,14,0,1,0,0
INC-00628,2023-11-18,Healthcare,Middle East & Africa,Credential Theft,Insider,29934,42.75,48375,53.92,9.58,9,0,1,1,0
INC-00629,2023-09-30,Energy,Asia Pacific,DDoS,State-Sponsored,44559,46.25,40502,39.58,6.34,21,9031,0,0,0
INC-00630,2022-10-30,Finance,North America,Ransomware,Hacktivist,21973,3.46,55471,59.02,5.6,9,0,0,0,0
INC-00631,2025-02-02,Energy,Asia Pacific,DDoS,State-Sponsored,16417,48.95,124197,1,8.15,16,46551,0,1,0
INC-00632,2021-10-13,Manufacturing,North America,DDoS,Unknown,109533,3.01,75936,18.34,3.94,7,0,1,0,0
INC-00633,2023-07-19,Government,Europe,Insider Threat,State-Sponsored,219233,0.5,64489,27.98,6.61,12,75902,0,1,0
INC-00634,2021-06-23,Healthcare,Asia Pacific,DDoS,Unknown,105350,0.5,87616,45.11,6.04,12,0,0,0,0
INC-00635,2024-10-27,Finance,Asia Pacific,Ransomware,Cybercriminal Group,105504,8.27,224502,24.68,5.43,14,0,1,1,0
INC-00636,2024-02-06,Healthcare,Latin America,Phishing,Cybercriminal Group,12268,26.29,0,37.94,6.92,13,38271,0,0,1
INC-00637,2021-08-27,Energy,Asia Pacific,Insider Threat,State-Sponsored,32688,33.91,0,57.07,7.53,6,18815,0,1,0
INC-00638,2024-05-16,Education,Asia Pacific,Insider Threat,Hacktivist,63664,26.5,0,36.39,5.58,10,0,1,1,0
INC-00639,2023-01-27,Government,Latin America,Credential Theft,Cybercriminal Group,65023,6.34,1938,21.21,5.64,5,185726,1,1,0
INC-00640,2022-12-30,Retail,Europe,Phishing,Hacktivist,214238,21.45,107458,24.01,4.34,5,13637,1,0,0
INC-00641,2022-12-30,Manufacturing,Latin America,Supply Chain,Hacktivist,49208,0.5,16963,38.19,4.42,11,33428,1,1,0
INC-00642,2022-07-18,Finance,Latin America,Credential Theft,State-Sponsored,511127,9.42,62308,20.95,6.64,15,11959,0,0,0
INC-00643,2025-01-19,Retail,Europe,Insider Threat,State-Sponsored,70093,21.65,76314,14.4,6.5,8,9537,1,1,0
INC-00644,2021-10-30,Technology,Latin America,Credential Theft,State-Sponsored,27084,59.76,51125,53.24,7.56,12,0,0,1,0
INC-00645,2021-11-26,Healthcare,Middle East & Africa,Supply Chain,Unknown,120063,35.2,52074,39.75,8.25,12,139497,1,1,1
INC-00646,2024-07-02,Energy,Asia Pacific,Credential Theft,Cybercriminal Group,77336,12.85,18327,94.49,6.28,12,0,1,1,0
INC-00647,2024-02-14,Education,Middle East & Africa,DDoS,Hacktivist,13071,83.18,11302,14.3,7.21,12,0,1,0,0
INC-00648,2022-07-23,Education,Europe,Ransomware,Insider,20847,57.81,0,32.18,9.12,13,41583,1,1,0
